company_name,cage,email,phone,contact_name
TITAN CORP THE,16224,,,
DLA LAND AND MARITIME DBA ENGINEERING AND TECHNICAL SUPPORT DIV ENGINEERING AND TECHNICAL SUPPORT/DOCUMENT STANDARDIZATION,16236,,,
CONNECTOR CORP,16237,,,
LORD CONSTRUCTION SYSTEMS INC,16238,,,
"ELANTAS PDG, INC.",16245,,,
SIGNET SCIENTIFIC CO,16290,,,
ITT CANNON LLC DBA BIW CONNECTOR SYSTEMS DIV ITT CANNON LLC D/B/A BIW CONNECTOR SYSTEMS,16326,,,
DAYTON ELECTRIC MFG CO,16327,,,
INSCO CORP,16328,,,
"STORED ENERGY SYSTEMS, A LIMITED LIABILITY COMPANY DBA STORED ENERGY SYSTEMS A LLC",16335,,,
C O D I CORP DBA CODI SEMICONDUCTOR INC,16352,,,
VICKERS S Y S INC,16452,,,
"CRANE ELECTRONICS, INC. DBA STC MICROWAVE SYSTEMS DIV SIGNAL TECHNOLOGY CORPORATION",16453,,,
"HANWHA AEROSPACE CO., LTD DIV PS BUSINESS UNIT",1645F,,,
"M C L, INC.",16469,,,
AEROFLEX R D L CORP,16478,,,
STANDARD PRECISION INC ACCURIDE DIV,16499,,,
VOLTRONICS INC,16509,,,
SENIOR FLEXONICS INC,16519,,,
STONE BENNETT CORPORATION,16545,,,
"SKYTRONICS, INC.",16553,,,
VALCOR ENGINEERING CORPORATION DBA USE CAGE CODE 96487 FOR CATALOGING,16554,,,
NEW PROGRESS INC,16565,,,
"OVIDON MANUFACTURING, LLC",16567,,,
SAES PURE GAS INC,16570,,,
SONETRONICS INC DBA SONETRONICS,16575,,,
"CONTROL FLOW, INC. DBA WESTECH HEAVY MACHINERY DIVISION DIV WESTECH HEAVY MACHINERY DIVISION",16603,,,
LTV CORP THE,16615,,,
LIMCO AIREPAIR INC.,16630,,,
RELECO SA,1663B,,,
"GREENRAY INDUSTRIES, INC.",16681,,,
"M. C. MACHINE CO., INC.",16696,,,
"SIEMENS ENERGY, INC.",16712,,,
KIKGEL MIROSLAW KIK,1671H,,,
"CUSTOM CAPACITORS, INC. DBA CUSTOM CAPACITORS INC",16727,,,
SPX CORPORATION DBA O T C TOOL & EQUIP DIVISION DIV SPX CORP - KENT-MOORE/OTC DIVISONS,16734,,,
PRESTO MFG CO,16749,,,
F E L CORP,16786,,,
MICROWAVE PRODUCTS INC SUB OF ADAMS-RUSSEL CO INC,16798,,,
"MOMAR, INCORPORATED DBA MOMAR INC DIV AQUATROL, MINTECH, MOCHEM, LUBEST, HANDYMAN",16800,,,
"B/E AEROSPACE, INC. DBA OXYGEN & PSU SYSTEMS DIV OXYGEN & PSU SYSTEMS",16827,,,
"FERNO WASHINGTON, INC. DBA FERNO WASHINGTON INC",16835,,,
GELMAN SCIENCES INC,16868,,,
BRIDPORT-AIR CARRIER INC. DBA AMSAFE BRIDPORT,16880,,,
"MINUTEMAN INTERNATIONAL, INC.",16893,,,
"AVERY DENNISON CORPORATION DBA AVERY DENNISON, FASTENER DIVISION DIV AVERY DENNISON - FASTENER DIVISION",16956,,,
ROBERT FULTON COMPANY,16962,,,
ELECTROMARK,16979,,,
J.B. NOTTINGHAM & CO INC DBA DURALINE PRODUCTS DIV DURALINE,16998,,,
LIQUIDONICS INDUSTRIES INC,17050,,,
"SOUND-CRAFT SYSTEMS, LLC",17059,,,
"BEI SENSORS & SYSTEMS COMPANY, INC. DBA USE CAGE CODE 67252 FOR CATALOGING",17080,,,
CARDINAL SCALE MANUFACTURING COMPANY DBA CARDINAL,17087,,,
,,,,
CELCO PACIFIC DIVISION,17100,,,
AMERICAN ULTRAVIOLET CO,17118,,,
PATCH RUBBER CO,17124,,,
SEVEN ASSOCIATES,17184,,,
"DUCOMMUN AEROSTRUCTURES, INC. DIV GARDENA",17214,,,
SCANLAN INTL,17281,,,
BEK INC DIV LEVEL 1 FASTENERS,17283,,,
VERSITRON INC,17297,,,
"UNITED PRECISION PRODUCTS CO., INC.",17328,,,
SPIRALOCK CORP DBA SPIRALOCK CORP DIV SPIRALOCK CORPORATION,17353,,,
PFEIFER B AND SOEHNE,17364,,,
HOOSIER SPRING CO INC DIV HOOSIER SPRING,17370,,,
ELECTRO-MINIATURES CORP. DBA ELECTRO MINIATURES CORP,17399,,,
GRAPHIC CONTROLS ACQUISITION CORP.,17405,,,
"THOMSON MICRON, LLC",17409,,,
BORNE CHEMICAL CO INC,17425,,,
PETERSON HARRY S CO INC,17433,,,
NYTRONICS INC,17490,,,
OASIS CONSTRUCTION DIV SUPPLY NURSES,17529,,,
ATCO TECHNOLOGY INC BULLOCK MAGNETICS DIV,17547,,,
"ROSS LABORATORIES, INC.",17550,,,
KYOCERA AVX COMPONENTS (BIDDEFORD) CORPORATION,17554,,,
"AIRGLAS, INC. DBA AIRGLAS INC",17564,,,
GOODRICH CORP DBA GOODRICH CORP,17576,,,
ROCKWELL COLLINS INC,17610,,,
ASPHALT EQUIPMENT CO INC,17624,,,
"HAYES DIVERSIFIED TECHNOLOGIES, INC",17654,,,
L & R MANUFACTURING COMPANY,17656,,,
WEILER CORPORATION,17699,,,
BARNES P S P INC,17705,,,
AERO-FLOW DYNAMICS INC,17746,,,
NORTH ATLANTIC INDUSTRIES INC TRANSMAGNETICS DIV,17755,,,
THE BOEING COMPANY DIV COMMERCIAL,17765,,,
BALLISTIC MISSILE DEFENSE SYSTEMS COMMAND,17773,,,
"PACE, INCORPORATED DBA PACE WORLDWIDE INC.",17794,,,
"LEBUS INTERNATIONAL, INC.",17798,,,
"KASPAR WIRE WORKS, INC.",17841,,,
SILICONIX INCORPORATED DIV SILICONIX,17856,,,
PERKINELMER,17860,,,
MACHINECRAFT COMPANY,17935,,,
FEDERAL MANUFACTURING CORP,17943,,,
TEXSTEAM INC DBA TXT OR RCS OR TEXSTEAM,17950,,,
"GORDON BRUSH MFG. CO., INC.",17987,,,
"GENERAL DYNAMICS-OTS, INC.",17996,,,
TORQ CORPORATION,18021,,,
NUPRO CO,18034,,,
SUBMINIATURE INSTRUMENTS CORP.,18053,,,
"SAMARIUS PRECISION INSTRUMENTS, INC. DBA SAMARIUS PRECISION INSTRUMENTS",18065,,,
DOCKSON CORPORATION,18075,,,
LAH ENTERPRISES INC,18080,,,
MATERIALS RESEARCH CORP,18086,,,
IBARMIA INNOVATEK SL,1809B,,,
"DOLAN-JENNER INDUSTRIES, INC",18106,,,
DYNASCAN CORP,18110,,,
"TOLO INCORPORATED DBA BFGOODRICH AEROSPACE, TOLO DIVISION",18118,,,
RAMA CORP DBA RAMA CORP DIV RAMA CORPORATION,18138,,,
PHILADELPHIA NAIL AND FASTENER DIV OF CORD CORP,18160,,,
EG AND G VACTEC INC,18178,,,
GRANBERG PUMP & METER LTD DBA GRANBERG INTERNATIONAL,18202,,,
AMERICAN TRANS-COIL CORP,18212,,,
"EPI PRINTERS, INC. DIV BUSINESS DEVELOPMENT",18222,,,
KRL ELECTRONICS INC,18235,,,
FERGUSON GEAR OPN BOSTON GEAR DIV IMO INDUSTRIES INC,18243,,,
ATLANTA BRUSH CO,18253,,,
DONGAN ELECTRIC MANUFACTURING COMPANY,18284,,,
NORTHROP GRUMMAN SYSTEMS CORPORATION DBA ELECTRONIC SYSTEMS,18323,,,
PHILIPS SEMICONDUCTORS INC,18324,,,
THE BOEING COMPANY,18355,,,
ATOMATIC MANUFACTURING CO INC,18362,,,
PARLEX USA INC,18377,,,
"CARDEN MACHINE SHOP, INC.",18463,,,
PRECISION MANUFACTURING GROUP LLC DBA SERVOMETER DIV SERVOMETER,18469,,,
DREIS AND KRUMP MANUFACTURING COMPANY DBA CHICAGO DREIS & KRUMP,18474,,,
COLORAGE INC,18484,,,
"CAR-GRAPH, INC. DBA PHOENIX SPRING CO. DIV CAR-GRAPH, INC DBA PHOENIX SPRING CO.",18501,,,
ANCHOR PRODUCTS COMPANY,18521,,,
SUTTLE APPARATUS CORP,18532,,,
"FLEXICRAFT INDUSTRIES, INC.",18547,,,
ORE-LUBE CORPORATION DBA ORELUBE,18554,,,
PARKER-HANNIFIN CORPORATION DIV CHOMERICS DIVISION,18565,,,
SAINT-GOBAIN PERFORMANCE PLASTICS CORPORATION,18632,,,
RTP CORP,18655,,,
SCANBE MFG CO DIV OF ZERO CORP,18677,,,
VOLTRONICS CORP,18736,,,
HARSCO CORPORATION DBA TAYLOR-WHARTON GAS EQUIPMENT DIVISION,18756,,,
SUPERIOR FUSE & MANUFACTURING CO INC,18762,,,
THALES COMPONENTS CORP DIV THALES COMPONENTS CORPORATION,18778,,,
DUMORE CORPORATION,18797,,,
DUO-SAFETY LADDER CORPORATION,18847,,,
INFICON EDC INC.,18853,,,
US ARMY AVIATION AND MISSILE COMMAND,18876,,,
"AIR-VAC ENGINEERING CO, INC",18887,,,
,,,,
CAMBRIDGE MARINE INDUSTRIES INC,18891,,,
AIR ARMAMENT CENTER/ EN,18894,,,
DURIRON CO INC THE,18930,,,
,,,,
"DYNAMIC AIR ENGINEERING, INC.",18965,,,
MORLEY TRANSFORMER CO INC,18984,,,
JETRON INC,18986,,,
HANSCOM INC,18992,,,
SUPERIOR MANUFACTURING COMPANY,19028,,,
AMERICAN BRASS MFG CO,19104,,,
,,,,
"FLIGHT LOGISTICS, INC. DBA PACIFIC AERODYNE",19129,,,
RTRON CORP,19130,,,
MCDONNELL DOUGLAS CORP MCDONNELL DOUGLAS AEROSPACE OPNS WEST,19133,,,
"MOOG INC DIV MOOG AIRCRAFT, SALT LAKE OPERATIONS",19156,,,
STEFANOWICZ & LUTZ INC DBA MERIT METAL PRODUCTS CORP,19175,,,
COMBAT CAPABILITIES DEVELOPMENT COMMAND (CCDC) ARMAMENTS CENTER DBA CCDC DIV LOGISTICS RESEARCH AND ENGINEERING DIRECTORATE,19200,,,
"COMBAT CAPABILITIES DEVELOPMENT COMMAND (CCDC) ARMAMENTS CENTER DBA CCDC DIV US ARMY RESEARCH, DEVELOPMENT AND ENGINEERING COMMAND ARMAMENT",19203,,,
"ARMY, UNITED STATES DEPARTMENT OF THE DBA ROCK ISLAND ARSENAL JMTC",19204,,,
SPRINGFIELD ARMORY,19205,,,
U S ARMY TANK AUTOMOTIVE COMMAND AMSTA-IM-MM,19207,,,
ALLIANCE OIL CORP,19208,,,
EASTERN CO DIV EBERHARD MANUFACTURING,19220,,,
RAFAEL ADVANCED DEFENSE SYSTEMS LTD,1924A,,,
HUCKINS TOOL AND DIE CO,19288,,,
HONEYWELL INTL INC DEFENSE AVIONICS SYSTEMS FORMER BENDIX NAVIGATION AND CONTROL SYSTEMS,19315,,,
DA PRO RUBBER INC,19332,,,
DIT-MCO INTERNATIONAL LLC,19362,,,
"FMC TECHNOLOGIES, INC. DBA MATERIAL HANDLING SOLUTIONS",19380,,,
"ISRAEL AEROSPACE INDUSTRIES MILITARY AIRCRAFT DIVISION, GOLAN INDUSTRIES",1939A,,,
MOTT CORP DBA MOTT CORP,19419,,,
"BERK-TEK, A NEXANS COMPANY DBA BERK-TEK",19449,,,
"CICOIL, LLC DBA CICOIL CORP",19476,,,
DELTA ELECTRONICS INC DBA DELTA ELECTRONICS INC,19482,,,
"SEYER INDUSTRIES, INC. DBA SEYER INDUSTRIES INC",19494,,,
RADIALL USA INC,19505,,,
UNIVERSAL ENGINE HEATER CO.,19522,,,
,,,,
"ALLEN AVIONICS, INC.",19615,,,
CABTRON SYSTEMS INC,19617,,,
BUHLER INC,19621,,,
LADUBY CO LLC,19634,,,
DATA DEVICE CORP DBA BETA TRANSFORMER TECHNOLOGY DIV DATA DEVICE CORPORATION,19645,,,
NORTH AMERICAN PHILIPS CORP PHILIPS COMPONENTS DISCRETE PRODUCTS DIV,19701,,,
PRESTOLITE DIV OF BUNKER RAMO-ELTRA CORP ELTRA CORP,19728,,,
AVDEL CORP,19738,,,
WESTINGHOUSE ELECTRIC CO LAMP DIV,19816,,,
HD ELECTRIC COMPANY,19846,,,
ILLINOIS TOOL WORKS INC ILLINOIS ECLIPSE-PINE BLUFF DIV,19863,,,
DESCO MANUFACTURING COMPANY DIV DESCO MANUFACTURING CO. INC.,19911,,,
DUTCHESS BAKERS MACHINERY CO INC,19939,,,
ECLIPSE MFG CO,19949,,,
SHELLER-GLOBE CORP KEOKUK DIV,19952,,,
"FLAMBEAU, INC.",19986,,,
"LINDCO-SPRINGFIELD, INC DBA LINDCO CONTROLS DIV",1A883,,,
TESTVONICS INC,1A9E1,,,
COLLMER SEMICONDUCTOR INC,1AA44,,,
GRAINGER DIV OF W W GRAINGER INC,1AB18,,,
"HYATT'S GRAPHIC SUPPLY CO., INC. DBA HYATTS GRAPHIC SUPPLY",1AB58,,,
FITZSIMMONS HYDRAULICS INC.,1AC78,,,
DUFFY'S EQUIPMENT SERVICES INC.,1AR63,,,
,1AXB8,,,
U.S. AIRMOTIVE WORLDWIDE CORP. DBA US AIRMOTIVE WORLDWIDE CORP,1B091,,,
BEGO USA INC,1B0J8,,,
MURR ELEKTRONIK INC,1B0U8,,,
"SHARKEY TECHNOLOGY GROUP, INC. DBA C AND T MACHINING DIV C AND T MACHINING",1B1F4,,,
KVT KOENIG LLC,1B1H9,,,
"GRAYBAR ELECTRIC COMPANY, INC.",1B240,,,
AMERITOOL INC,1B2W4,,,
"W.W. WILLIAMS COMPANY, THE LLC DBA W W WILLIAMS COMPANY-MIDWEST DIVISION",1B318,,,
GUYTRONICS INC,1B388,,,
ON SITE GAS SYSTEMS INC,1B3E5,,,
FIBRE GLAST DEVELOPMENTS CORPORATION DIV SOELTER CORPORATION,1B420,,,
"FITTINGS, INC.",1B467,,,
VAN AIR & HYDRAULICS INC DBA VAN-AIR & HYDRAULICS,1B521,,,
VEEDER-ROOT CO,1B557,,,
ETHERCOM CORPORATION,1B5M9,,,
"MRA SYSTEMS, LLC",1B6R3,,,
SUNSOURCE/FAUVER CO,1B6W4,,,
JARRDD INC,1B6X2,,,
COBHAM MANAGEMENT SERVICES INC. DIV CHELTON AVIONICS INC  DBA WULFSBERG ELECTRONICS DIVISION,1B7G3,,,
"DAISY DATA, INC",1B7L5,,,
ROTAREX NORTH AMERICA INC,1B7W8,,,
"TECHNICAL CONSUMER PRODUCTS, INC.",1B7X1,,,
"FLUID POWER, INC.",1B905,,,
OPTISCAN LTD,1B9W1,,,
WARREN MACHINE TECHNOLOGY INC,1BAG3,,,
"SYNERGETIC TECHNOLOGIES GROUP, INC",1BAM3,,,
NILSCI LLC,1BCD2,,,
W R SYSTEMS LTD,1BCK1,,,
ISLAMIC BOOK CENTER,1BDN5,,,
HARVEY RISLEY DBA HARVEYS WELDING &FABRICATION,1BDZ4,,,
CRUTCHFIELD CORP,1BE52,,,
MACHINE PRODUCTS OF FAYETTEVILLE INC DIV MACHINE PRODUCTS OF FAYETTEVILLE,1BEE8,,,
TRANDES CORP. DIV HAMPTON,1BES9,,,
MAGNETEK INC REGIONAL DISTRIBUTION CENTER,1BET8,,,
GPS OUTFITTERS INC DBA DAVE RYBERG,1BEX2,,,
LOGAN CLUTCH CORP DIV LOGAN CLUTCH CORPORATION,1BF91,,,
DPO MEDICAL,1BFG2,,,
CENTA CORPORATION,1BFL5,,,
"PRECISION NUMERICAL TECHNOLOGIES, INC.",1BGU9,,,
"SYSTEMS INTEGRATION AND MANAGEMENT, INC. DBA S I M DIV ARLINGTON",1BHW2,,,
"MAGIC RAM, INC DBA MAGIC RAM INC",1BKB7,,,
HALE INDUSTRIES INC DIV ADVANCED RADIANT SYSTEMS,1BKN4,,,
ATLAS COPCO COMPRESSORS INC,1BKX4,,,
NEWCOMB SPRING CORP DIV NEWCOMB SPRING OF COLORADO,1BL30,,,
"NIL-COR, LLC",1BM63,,,
"VANTAGE TECHNOLOGY, LLC",1BMF2,,,
"ROSENBERGER NORTH AMERICA AKRON, LLC",1BMF3,,,
ORBIS CORPORATION,1BMS0,,,
"POLYPORTABLES, LLC",1BND3,,,
ADVANCED TACTICAL SYSTEMS INC,1BNX0,,,
GENERAL DYNAMICS ADVANCED TECHNOLOGY SYSTEMS INC,1BQ04,,,
ASHBURY INTERNATIONAL GROUP INC DIV ASHBURY PRECISION ORDNANCE MFG.,1BQD4,,,
"TANIS, INC. DBA TANIS BRUSH",1BQS2,,,
BLACKHAWK MANAGEMENT CORPORATION,1BQU7,,,
"WANCO, INC. DBA WANCO INC",1BR51,,,
POWEREX,1BRC5,,,
"LYME COMPUTER SYSTEMS, INC. DBA LYME TECHNOLOGY SOLUTIONS",1BS14,,,
TEST PROBES INC,1BTA8,,,
ION CORP DBA ION CORP,1BU04,,,
PATRIOT ANTENNA SYSTEMS INC.,1BUL8,,,
AMERICAN INNOVATIONS INC,1BUP8,,,
MEGA CORP.,1BW31,,,
HARBOR MACHINE TOOL CO INC DBA HARBOR MACHINE TOOL CO INC,1BW56,,,
PYROMATION LLC,1BW74,,,
OFFSHORE SPARS CO.,1BW94,,,
"EXXELIA USA, INC.",1BX22,,,
SOUTHERN PACIFIC ELECTRONICS INC DBA JAMES B KAWAGUCHI,1BXA5,,,
FINELINE CIRCUITS INC,1BXP1,,,
"CADPRO, INC.",1BY43,,,
HAGGLUNDS DRIVES INC,1BY85,,,
SEA RECOVERY CORPORATION,1BZ02,,,
"C & S ANTENNAS, INC DBA C & S ANTENNAS INC",1BZ19,,,
DANA INCORPORATED,1BZR3,,,
FASTER INC,1C1F4,,,
GREAT LAKES FILTERS,1C2A6,,,
HARRIS CORPORATION DBA EDO COMMUNICATIONS AND COUNTERMEASURES SYSTEMS,1C2N9,,,
"AVEOX, INC.",1C2S2,,,
HARRY MILLER CO LLC,1C3K1,,,
"SCHOTTEL, INC.",1C4B7,,,
"CORNING INCORPORATED DIV LIFE SCI, OPT FIBER, ENVIRON, SPECIALTY MTL, R&D, MTE",1C6B0,,,
"WEIBEL EQUIPMENT, INC.",1C6G4,,,
LIGHTWERKS COMMUNICATION SYSTEMS INC DBA LIGHTWERKS COMMUNICATION SYSTEMS INC,1C6L6,,,
ROLL-ROYCE CIVIL NUCLEAR CANADA LTD,1C736,,,
DE HAVILLAND PARTS & AEROSTRUCTURES LIMITED DIV FIELD AVIATION,1C762,,,
KNOCH MFG CO LTD,1C763,,,
RYAN HERCO PRODUCTS CORP. DBA RYAN HERCO FLOW SOLUTIONS,1C9K5,,,
TASK FORCE TIPS INC,1CA00,,,
ROCKWELL INTL CORP CMC NETWORK PRODUCTS DIV,1CA75,,,
"DIGITAL RECEIVER TECHNOLOGY, INC.",1CAK9,,,
PARKER-HANNIFIN CORPORATION DIV HYDRAULIC VALVE DIVISION,1CC11,,,
HUNTINGTON INGALLS INCORPORATED DIV INGALLS SHIPBUILDING,1CC97,,,
"RCI TECHNOLOGIES, INC.",1CCZ6,,,
"MANUFAB, INC.",1CD26,,,
HI-Q ENVIRONMENTAL PRODUCTS CO INC,1CD34,,,
CARDIAC SCIENCE CORPORATION DBA CARDIAC SCIENCE OPERATING COMPANY,1CDW6,,,
"DRUCK, LLC DBA DRUCK, LLC",1CE49,,,
"ALTEC INDUSTRIES, INC. DIV FEDERAL GOVERNMENT SALES",1CER8,,,
ROCHESTER ROTATIONAL MOLDING INC,1CFY3,,,
FRESH WATER SYSTEMS INC,1CHM3,,,
"AVCOMM INTERNATIONAL, INC.",1CHW7,,,
KONECRANES INC,1CHX5,,,
BOSSARD INTL INC,1CJ86,,,
"MUSTANG SURVIVAL, INC.",1CJ91,,,
CONTREC USA LLC,1CJM6,,,
DAYTON INDUSTRIES INC DIV DAYTON INDUSTRIES,1CL87,,,
"MICROBRIGHTFIELD, LLC",1CLS0,,,
FAIRCHILD HOLDING CORP DIV FAIRCHILD FASTENERS,1CML2,,,
BAE SYSTEMS AEROSPACE SERVICES INC.,1CMY2,,,
THE ZEE COMPANY,1CN40,,,
"M I S C, INC",1CN60,,,
FREUDENBERG-NOK GENERAL PARTNERSHIP DBA INTERNATIONAL SEAL CO INC,1CN74,,,
"MARSH INDUSTRIAL SERVICES, INC.",1CNQ1,,,
BENZ COMPANIES LTD,1CP32,,,
ROTHCO INC DIV OF MORRIS ROTHENBERG,1CPG0,,,
"LCF SYSTEMS, INC.",1CR65,,,
"SPANSET, INC. DBA SPANSET INC",1CR76,,,
AMPTEC RESEARCH CORP,1CRL2,,,
"BRECOFLEX CO., L.LC.",1CSW8,,,
THE STANLEY WORKS DBA STANLEY PROTO,1CV05,,,
"INSULTECH, LLC",1CVU3,,,
"SESOLINC GRP, INC. DBA SESOLINC GROUP INC",1CVY3,,,
"PALOMAR DISPLAY PRODUCTS, INC. DBA PALOMAR DISPLAY AND TACTICAL PRODUCTS",1CWA3,,,
ACEOMATIC TRANSMISSION PARTS,1CWB6,,,
"ORBIT C.T&T, INC.",1CWK9,,,
"PIEZO-METRICS, INC. DBA MICRON INSTRUMENTS",1CWQ4,,,
TRANSPLY INC,1CWR0,,,
MUNTERS CORP ME DIV,1CXC3,,,
"SUNCOR STAINLESS, INC",1CXX6,,,
"SIERRA MICROWAVE TECHNOLOGY, LLC",1CY63,,,
HEADHUNTER INC,1CYL6,,,
"AMETEK, INC. DBA AMETEK- AEROSPACE DIVISION, POWER & DATA SYSTEM DIV AEROSPACE - POWER & DATA SYSTEMS",1CYQ9,,,
PRO-GARD PRODUCTS LLC,1CYT5,,,
"HASLER, INC.",1CZ86,,,
KLOEHN CO LTD,1CZC5,,,
"GRATING PACIFIC, INC",1D0Z6,,,
EMHART TEKNOLOGIES LLC DBA POP FASTENERS DIV EMHART INDS,1D1Q0,,,
RSI CO,1D2F6,,,
"CALIFORNIA PERIPHERALS & COMPONENTS, INC. DBA CALIFORNIA PERIPHERALS & COMPONENTS INC",1D2K2,,,
TENEBRAEX CORPORATION,1D2P7,,,
"DEFENDER INDUSTRIES, INC. DBA DEFENDER INDUSTRIES INC",1D2Y2,,,
API HEAT TRANSFER INC.,1D3A0,,,
NEWPARK MATS & INTEGRATED SERVICES LLC DBA NEWPARK,1D3D3,,,
S & S OPTICAL CO INC,1D589,,,
B+B SMARTWORX INC.,1D5Z2,,,
"UNITECH COMPOSITES, INC. DBA UNITECH COMPOSITES INC",1D6Z0,,,
INFINITY CABLE PRODUCTS INC,1D9D9,,,
,,,,
MORGAN ADVANCED MATERIALS & TECHNOLOGY INC DBA NATIONAL MECHANICAL CARBON,1DA37,,,
THE HILLER COMPANIES LLC,1DA54,,,
"AEROSPACE ENGINEERING & SUPPORT INC DIV AEROSPACE ENGINEERING AND SUPPORT, INC.",1DA92,,,
COSEL USA INC,1DAT2,,,
MANSON COMPANY INC,1DD63,,,
ELECTRIC POWER EQUIPMENT CO. DBA EPECO,1DF57,,,
QUALIFICATION TARGETS INC,1DFF3,,,
"HVR ADVANCED POWER COMPONENTS, INC",1DFQ0,,,
CHASNAN INCORPORATED DBA RECOVERY ROOM,1DFQ7,,,
PHILLIPS AND TEMRO INDUSTRIES INC E M PRODUCTS DIV,1DG36,,,
"PARTNERS DATA SYSTEMS, INC.",1DGT5,,,
"ARAMARK SERVICES, INC",1DHS8,,,
HOL-MAC CORP,1DJ56,,,
MATCO TOOLS CORP DIV MATCO TOOLS,1DJ82,,,
FLOW INTERNATIONAL CORPORATION,1DJA5,,,
"IRWIN INTERNATIONAL, INC. DBA IRWIN INTERNATIONAL INC",1DJG0,,,
EFCO USA DISTRIBUTORS INC,1DJG4,,,
"MULTI TECHNOLOGY SALES, INC DBA TEXAS INDUSTRIAL PERIPHERALS/IKEY, LTD",1DKC6,,,
KNUDSEN SYSTEMS INC.,1DLB9,,,
"MALCOM COMPANY, INC.",1DLV6,,,
"SPRINGFIELD, INC DBA SPRINGFIELD ARMORY",1DM07,,,
LINEAGE ALLOYS INC.,1DMQ3,,,
"ALABAMA FLAG & BANNER, INC.",1DN46,,,
AIRTECH INC,1DNB7,,,
COHERENT INC,1DR13,,,
"QED SYSTEMS, INC.",1DR67,,,
"REVOLV MANUFACTURING, INC.",1DS87,,,
"HUB LABELS, INC. DIV THOMAS DAHBURA",1DS89,,,
L/C MAGNETICS INC.,1DSP9,,,
"PSC INDUSTRIES, INC DIV NONE",1DT52,,,
AVERSTAR. INC. DBA L-3 COMMUNICATIONS TITAN CORPORATION,1DTD7,,,
LEBLOND LTD,1DTQ4,,,
"AAR MANUFACTURING, INC. DBA AAR MOBILITY SYSTEMS",1DUG2,,,
"CARL ZEISS INDUSTRIAL METROLOGY, LLC",1DUR9,,,
REMARQUE MANUFACTURING CORP,1DW95,,,
3M COMPANY DBA 3M,1DWR5,,,
A & N CORP DBA ANCORP,1E0H8,,,
POK OF NORTH AMERICA INC.,1E1H4,,,
FREELAND HOIST & CRANE INC DIV FREELAND HOIST AND CRANE,1E208,,,
"FRED V. FOWLER COMPANY, L.L.C.",1E258,,,
HAMM COMPACTORS INC,1E4K4,,,
"GRAYBAR ELECTRIC COMPANY, INC.",1E6P7,,,
GLOBALSTOR DATA CORPORATION,1E6T5,,,
REULAND ELECTRIC CO,1E856,,,
CEIA USA LTD,1E9D0,,,
CAMCO MFG INC,1EA43,,,
ABERDEEN LLC,1EAC3,,,
REYNARD CORPORATION DBA REYNARD CORP,1EB07,,,
"IPC CAL FLEX, INC.",1EB30,,,
SEATTLE FABRICS INC DBA SEATTLE FABRICS,1EC61,,,
SAINT-GOBAIN PERFORMANCE PLASTICS CORP DIV COMPOSITES,1ECV7,,,
"HAYES MANUFACTURING, INC. DBA WEBSITE:WWW.HAYESCOUPLINGS.COM",1ED46,,,
ADVANCED SEAL TECHNOLOGY INC,1ED54,,,
"TOMAR ELECTRONICS, INC. DBA TOMAR ELECTRONICS INC",1EE12,,,
FURUNO U.S.A INC,1EE70,,,
CAROLINA FLUID COMPONENTS INC,1EES7,,,
TRI-TEC SEALS INC,1EEV2,,,
NINE LIVES INC DBA WOLVERINE ENGINE HEATERS,1EEZ0,,,
"AFS, INC. DBA IRONMAN PARTS & SERVICE",1EFR8,,,
"RUSSTECH ENGINEERING CO., INC",1EG24,,,
"SAAB, INC DIV SURVEILLANCE",1EG52,,,
TRIMM TECHNOLOGIES INC DIV JMR ELECTRONICS INC.,1EJ74,,,
"ASPEN SYSTEMS, INC.",1EJ96,,,
G & E MACHINE WORKS INC,1EJK3,,,
MET-PRO CORPORATION DBA FYBROC DIVISION DIV FYBROC,1EJQ5,,,
"ALLIED MARINE SERVICES, LLC DBA ALLIED TECHNICAL SERVICES",1EK45,,,
T & S EQUIPMENT COMPANY,1EL27,,,
"INPUT OUTPUT TECHNOLOGY, INC",1EM54,,,
VIKING INCORPORATED DBA VIKING INC,1EN78,,,
COXLINE INC DBA WELLSAW,1ENA5,,,
"IMPERIAL ELECTRIC COMPANY, THE",1ENV3,,,
HAMILTON SAFE CO,1EPL3,,,
ELDEMA PRODUCTS,1EPT9,,,
EIS LEGACY LLC,1EQD8,,,
"TANNER VAN LINES, INC DBA TANNER VAN LINES",1ERB9,,,
"MAGTECH & POWER CONVERSION, INC. DBA MAGTECH & POWER CONVERSION INC",1ES37,,,
"FLUID SYSTEM COMPONENTS, INC. DIV FLUID SYSTEMS COMPONENTS",1ET59,,,
"MAGNEY-GRANDE DISTRIBUTING, INC.",1EUM4,,,
MEMTECH SSD CORP DBA MEMTECH TECHNOLOGY,1EZ14,,,
FOTRONIC CORPORATION DBA TEST EQUIPMENT DEPOT,1EZE9,,,
IGLOO PRODUCTS CORP DBA LEWIS & SONS,1EZG9,,,
DUCWORKS INC,1EZY8,,,
"GEMINI TECHNOLOGIES, INCORPORATED DBA GEMTECH",1F0J3,,,
"REXEL USA, INC",1F0X7,,,
"UNITED TITANIUM, INC.",1F103,,,
THK RHYTHM AUTOMOTIVE MICHIGAN CORP DIV THK RHYTHM AUTOMOTIVE MICHIGAN CORPORATION,1F337,,,
WELTON RUBBER COMPANY,1F393,,,
